district,Year,Season,rainfall,temperature,humidity,ph,organic_carbon,sand,clay,silt,soil_texture,crop,ph_match,soil_match,temp_match,rain_match,ph_match_score,soil_match_score,temp_match_score,rain_match_score,suitability_score,catalog_source,label,group_id
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Cauliflower,True,True,False,True,1.0,1.0,0.0,1.0,0.75,Project Crop Recommendation.docx table 5,1,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Chilli,False,True,False,False,0.0,1.0,0.0,0.0,0.25,Project Crop Recommendation.docx table 10,1,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Okra,False,True,True,False,0.0,1.0,1.0,0.0,0.5,Project Crop Recommendation.docx table 22,1,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Onion,False,True,False,False,0.0,1.0,0.0,0.0,0.25,Project Crop Recommendation.docx table 10,1,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Bajra,True,True,True,False,1.0,1.0,1.0,0.0,0.75,Project Crop Recommendation.docx table 20,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Castor,False,True,True,True,0.0,1.0,1.0,1.0,0.75,Project Crop Recommendation.docx table 12,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Cowpea,True,False,True,False,1.0,0.0,1.0,0.0,0.5,Project Crop Recommendation.docx table 32,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Ginger,False,True,True,False,0.0,1.0,1.0,0.0,0.5,Project Crop Recommendation.docx table 10,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Groundnut,True,True,True,True,1.0,1.0,1.0,1.0,1.0,Project Crop Recommendation.docx table 14,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Guar,True,True,False,False,1.0,1.0,0.0,0.0,0.5,Project Crop Recommendation.docx table 12,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Guava,True,True,True,False,1.0,1.0,1.0,0.0,0.75,Project Crop Recommendation.docx table 31,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Maize,True,True,True,True,1.0,1.0,1.0,1.0,1.0,Project Crop Recommendation.docx table 22,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Mungbean,False,True,True,True,0.0,1.0,1.0,1.0,0.75,Project Crop Recommendation.docx table 23,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Pigeon Pea,True,True,True,True,1.0,1.0,1.0,1.0,1.0,Project Crop Recommendation.docx table 10,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Safed Musli,True,True,True,True,1.0,1.0,1.0,1.0,1.0,Project Crop Recommendation.docx table 10,0,Ajmer|2021|Kharif
Ajmer,2021.0,Kharif,622.8383862841084,28.41057433064459,61.460145226214294,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Turmeric,True,True,True,True,1.0,1.0,1.0,1.0,1.0,Project Crop Recommendation.docx table 22,0,Ajmer|2021|Kharif
Ajmer,2021.0,Rabi,16.21992073314897,19.828655051261926,41.91657779152971,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Ajwain,True,True,True,False,1.0,1.0,1.0,0.0,0.75,Project Crop Recommendation.docx table 10,1,Ajmer|2021|Rabi
Ajmer,2021.0,Rabi,16.21992073314897,19.828655051261926,41.91657779152971,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Chilli,False,True,True,False,0.0,1.0,1.0,0.0,0.5,Project Crop Recommendation.docx table 22,1,Ajmer|2021|Rabi
Ajmer,2021.0,Rabi,16.21992073314897,19.828655051261926,41.91657779152971,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Coriander,True,,False,False,1.0,0.5,0.0,0.0,0.375,Project Crop Recommendation.docx table 11,1,Ajmer|2021|Rabi
Ajmer,2021.0,Rabi,16.21992073314897,19.828655051261926,41.91657779152971,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Fennel,True,True,True,False,1.0,1.0,1.0,0.0,0.75,Project Crop Recommendation.docx table 13,1,Ajmer|2021|Rabi
Ajmer,2021.0,Rabi,16.21992073314897,19.828655051261926,41.91657779152971,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Fenugreek,True,True,True,False,1.0,1.0,1.0,0.0,0.75,Project Crop Recommendation.docx table 1,1,Ajmer|2021|Rabi
Ajmer,2021.0,Rabi,16.21992073314897,19.828655051261926,41.91657779152971,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Kalonji,True,True,True,False,1.0,1.0,1.0,0.0,0.75,Project Crop Recommendation.docx table 1,1,Ajmer|2021|Rabi
Ajmer,2021.0,Rabi,16.21992073314897,19.828655051261926,41.91657779152971,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001226,43.9144725913661,Loam,Ashwagandha,False,True,False,False,0.0,1.0,0.0,0.0,0.25,Project Crop Recommendation.docx table 11,0,Ajmer|2021|Rabi
